days,dt,cur_time_in_gmt,cpu_utilization_pctg,hour
3/17/2017 13:00,3/17/2017,3/17/2017 13:00,85,13
3/17/2017 14:00,3/17/2017,3/17/2017 14:00,62.222,14
3/17/2017 15:00,3/17/2017,3/17/2017 15:00,70,15
3/17/2017 16:00,3/17/2017,3/17/2017 16:00,64.722,16
3/17/2017 17:00,3/17/2017,3/17/2017 17:00,55.278,17
3/17/2017 18:00,3/17/2017,3/17/2017 18:00,46.814,18
3/17/2017 19:00,3/17/2017,3/17/2017 19:00,47.778,19
3/17/2017 20:00,3/17/2017,3/17/2017 20:00,45,20
3/17/2017 21:00,3/17/2017,3/17/2017 21:00,72.778,21
3/17/2017 22:00,3/17/2017,3/17/2017 22:00,70.833,22
3/17/2017 23:00,3/17/2017,3/17/2017 23:00,69.444,23
3/18/2017 0:00,3/17/2017,3/18/2017 0:00,82.548,0
3/18/2017 1:00,3/17/2017,3/18/2017 1:00,75.833,1
3/18/2017 2:00,3/17/2017,3/18/2017 2:00,77.222,2
3/18/2017 3:00,3/17/2017,3/18/2017 3:00,61.389,3
3/18/2017 4:00,3/17/2017,3/18/2017 4:00,70.278,4
3/18/2017 5:00,3/17/2017,3/18/2017 4:00,70.278,5
3/18/2017 6:00,3/17/2017,3/18/2017 4:00,70.278,6
3/18/2017 7:00,3/17/2017,3/18/2017 4:00,70.278,7
3/18/2017 8:00,3/17/2017,3/18/2017 4:00,70.278,8
3/18/2017 9:00,3/17/2017,3/18/2017 4:00,70.278,9
3/18/2017 10:00,3/17/2017,3/18/2017 4:00,70.278,10
3/18/2017 11:00,3/17/2017,3/18/2017 4:00,70.278,11
3/18/2017 12:00,3/17/2017,3/18/2017 4:00,70.278,12
3/18/2017 13:00,3/17/2017,3/18/2017 4:00,70.278,13
3/18/2017 14:00,3/17/2017,3/18/2017 4:00,70.278,14
3/18/2017 15:00,3/17/2017,3/18/2017 4:00,70.278,15
3/18/2017 16:00,3/17/2017,3/18/2017 4:00,70.278,16
3/18/2017 17:00,3/17/2017,3/18/2017 4:00,70.278,17
3/18/2017 18:00,3/17/2017,3/18/2017 4:00,70.278,18
3/18/2017 19:00,3/17/2017,3/18/2017 4:00,70.278,19
3/18/2017 20:00,3/17/2017,3/18/2017 4:00,70.278,20
3/18/2017 21:00,3/17/2017,3/18/2017 4:00,70.278,21
3/18/2017 22:00,3/17/2017,3/18/2017 4:00,70.278,22
3/18/2017 23:00,3/17/2017,3/18/2017 4:00,70.278,23
3/19/2017 0:00,3/17/2017,3/18/2017 4:00,70.278,0
3/19/2017 1:00,3/17/2017,3/18/2017 4:00,70.278,1
3/19/2017 2:00,3/17/2017,3/18/2017 4:00,70.278,2
3/19/2017 3:00,3/17/2017,3/18/2017 4:00,70.278,3
3/19/2017 4:00,3/17/2017,3/18/2017 4:00,70.278,4
3/19/2017 5:00,3/19/2017,3/19/2017 5:00,70.278,5
3/19/2017 6:00,3/19/2017,3/19/2017 6:00,30.278,6
3/19/2017 7:00,3/19/2017,3/19/2017 7:00,26.667,7
3/19/2017 8:00,3/19/2017,3/19/2017 8:00,22.438,8
3/19/2017 9:00,3/19/2017,3/19/2017 9:00,21.667,9
3/19/2017 10:00,3/19/2017,3/19/2017 10:00,20.833,10
3/19/2017 11:00,3/19/2017,3/19/2017 11:00,19.167,11
3/19/2017 12:00,3/19/2017,3/19/2017 12:00,20.556,12
3/19/2017 13:00,3/19/2017,3/19/2017 13:00,21.389,13
3/19/2017 14:00,3/19/2017,3/19/2017 14:00,21.944,14
3/19/2017 15:00,3/19/2017,3/19/2017 15:00,24.377,15
3/19/2017 16:00,3/19/2017,3/19/2017 16:00,26.667,16
3/19/2017 17:00,3/19/2017,3/19/2017 17:00,23.889,17
3/19/2017 18:00,3/19/2017,3/19/2017 18:00,21.667,18
3/19/2017 19:00,3/19/2017,3/19/2017 19:00,20.556,19
3/19/2017 20:00,3/19/2017,3/19/2017 20:00,21.111,20
3/19/2017 21:00,3/19/2017,3/19/2017 21:00,20.776,21
3/19/2017 22:00,3/19/2017,3/19/2017 22:00,20.278,22
3/19/2017 23:00,3/19/2017,3/19/2017 23:00,26.111,23
3/20/2017 0:00,3/19/2017,3/20/2017 0:00,51.667,0
3/20/2017 1:00,3/19/2017,3/20/2017 1:00,21.111,1
3/20/2017 2:00,3/19/2017,3/20/2017 2:00,19.167,2
3/20/2017 3:00,3/19/2017,3/20/2017 3:00,17.778,3
3/20/2017 4:00,3/19/2017,3/20/2017 4:00,18.006,4
3/20/2017 5:00,3/20/2017,3/20/2017 5:00,18.006,5
3/20/2017 6:00,3/20/2017,3/20/2017 6:00,22.5,6
3/20/2017 7:00,3/20/2017,3/20/2017 7:00,30.833,7
3/20/2017 8:00,3/20/2017,3/20/2017 8:00,34.722,8
3/20/2017 9:00,3/20/2017,3/20/2017 9:00,47.222,9
3/20/2017 10:00,3/20/2017,3/20/2017 10:00,58.172,10
3/20/2017 11:00,3/20/2017,3/20/2017 11:00,60.556,11
3/20/2017 12:00,3/20/2017,3/20/2017 12:00,74.444,12
3/20/2017 13:00,3/20/2017,3/20/2017 13:00,84.167,13
3/20/2017 14:00,3/20/2017,3/20/2017 14:00,60.278,14
3/20/2017 15:00,3/20/2017,3/20/2017 15:00,68.333,15
3/20/2017 16:00,3/20/2017,3/20/2017 16:00,65.278,16
3/20/2017 17:00,3/20/2017,3/20/2017 17:00,55.125,17
3/20/2017 18:00,3/20/2017,3/20/2017 18:00,48.056,18
3/20/2017 19:00,3/20/2017,3/20/2017 19:00,43.611,19
3/20/2017 20:00,3/20/2017,3/20/2017 20:00,45,20
3/20/2017 21:00,3/20/2017,3/20/2017 21:00,47.5,21
3/20/2017 22:00,3/20/2017,3/20/2017 22:00,36.944,22
3/20/2017 23:00,3/20/2017,3/20/2017 23:00,44.875,23
3/21/2017 0:00,3/20/2017,3/21/2017 0:00,63.611,0
3/21/2017 1:00,3/20/2017,3/21/2017 1:00,51.389,1
3/21/2017 2:00,3/20/2017,3/21/2017 2:00,56.667,2
3/21/2017 3:00,3/20/2017,3/21/2017 3:00,46.111,3
3/21/2017 4:00,3/20/2017,3/21/2017 4:00,36.389,4
3/21/2017 5:00,3/21/2017,3/21/2017 5:00,36.389,5
3/21/2017 6:00,3/21/2017,3/21/2017 6:00,34.167,6
3/21/2017 7:00,3/21/2017,3/21/2017 7:00,30.556,7
3/21/2017 8:00,3/21/2017,3/21/2017 8:00,33.889,8
3/21/2017 9:00,3/21/2017,3/21/2017 9:00,43.333,9
3/21/2017 10:00,3/21/2017,3/21/2017 10:00,61.111,10
3/21/2017 11:00,3/21/2017,3/21/2017 11:00,65.928,11
3/21/2017 12:00,3/21/2017,3/21/2017 12:00,82.222,12
3/21/2017 13:00,3/21/2017,3/21/2017 13:00,86.111,13
3/21/2017 14:00,3/21/2017,3/21/2017 14:00,63.889,14
3/21/2017 15:00,3/21/2017,3/21/2017 15:00,68.333,15
3/21/2017 16:00,3/21/2017,3/21/2017 16:00,65.556,16
3/21/2017 17:00,3/21/2017,3/21/2017 17:00,59.722,17
3/21/2017 18:00,3/21/2017,3/21/2017 18:00,51.801,18
3/21/2017 19:00,3/21/2017,3/21/2017 19:00,48.889,19
3/21/2017 20:00,3/21/2017,3/21/2017 20:00,48.333,20
3/21/2017 21:00,3/21/2017,3/21/2017 21:00,50.833,21
3/21/2017 22:00,3/21/2017,3/21/2017 22:00,38.056,22
3/21/2017 23:00,3/21/2017,3/21/2017 23:00,42.222,23
3/22/2017 0:00,3/21/2017,3/22/2017 0:00,68.889,0
3/22/2017 1:00,3/21/2017,3/22/2017 1:00,60.388,1
3/22/2017 2:00,3/21/2017,3/22/2017 2:00,61.944,2
3/22/2017 3:00,3/21/2017,3/22/2017 3:00,58.333,3
3/22/2017 4:00,3/21/2017,3/22/2017 4:00,43.333,4
3/22/2017 5:00,3/22/2017,3/22/2017 5:00,43.333,5
3/22/2017 6:00,3/22/2017,3/22/2017 6:00,35,6
3/22/2017 7:00,3/22/2017,3/22/2017 7:00,27.701,7
3/22/2017 8:00,3/22/2017,3/22/2017 8:00,31.944,8
3/22/2017 9:00,3/22/2017,3/22/2017 9:00,46.111,9
3/22/2017 10:00,3/22/2017,3/22/2017 10:00,63.056,10
3/22/2017 11:00,3/22/2017,3/22/2017 11:00,63.889,11
3/22/2017 12:00,3/22/2017,3/22/2017 12:00,76.667,12
3/22/2017 13:00,3/22/2017,3/22/2017 13:00,84.488,13
3/22/2017 14:00,3/22/2017,3/22/2017 14:00,60.833,14
3/22/2017 15:00,3/22/2017,3/22/2017 15:00,67.778,15
3/22/2017 16:00,3/22/2017,3/22/2017 16:00,62.5,16
3/22/2017 17:00,3/22/2017,3/22/2017 17:00,54.722,17
3/22/2017 18:00,3/22/2017,3/22/2017 18:00,48.333,18
3/22/2017 19:00,3/22/2017,3/22/2017 19:00,44.167,19
3/22/2017 20:00,3/22/2017,3/22/2017 20:00,47.645,20
3/22/2017 21:00,3/22/2017,3/22/2017 21:00,48.333,21
3/22/2017 22:00,3/22/2017,3/22/2017 22:00,36.111,22
3/22/2017 23:00,3/22/2017,3/22/2017 23:00,40.833,23
3/23/2017 0:00,3/22/2017,3/23/2017 0:00,65.833,0
3/23/2017 1:00,3/22/2017,3/23/2017 1:00,53.056,1
3/23/2017 2:00,3/22/2017,3/23/2017 2:00,55.679,2
3/23/2017 3:00,3/22/2017,3/23/2017 3:00,46.389,3
3/23/2017 4:00,3/22/2017,3/23/2017 4:00,37.778,4
3/23/2017 5:00,3/23/2017,3/23/2017 5:00,37.778,5
3/23/2017 6:00,3/23/2017,3/23/2017 6:00,31.111,6
3/23/2017 7:00,3/23/2017,3/23/2017 7:00,33.056,7
3/23/2017 8:00,3/23/2017,3/23/2017 8:00,30,8
3/23/2017 9:00,3/23/2017,3/23/2017 9:00,46.537,9
3/23/2017 10:00,3/23/2017,3/23/2017 10:00,56.111,10
3/23/2017 11:00,3/23/2017,3/23/2017 11:00,60.556,11
3/23/2017 12:00,3/23/2017,3/23/2017 12:00,76.111,12
3/23/2017 13:00,3/23/2017,3/23/2017 13:00,84.444,13
3/23/2017 14:00,3/23/2017,3/23/2017 14:00,61.389,14
3/23/2017 15:00,3/23/2017,3/23/2017 15:00,67.313,15
3/23/2017 16:00,3/23/2017,3/23/2017 16:00,65,16
3/23/2017 17:00,3/23/2017,3/23/2017 17:00,56.944,17
3/23/2017 18:00,3/23/2017,3/23/2017 18:00,47.778,18
3/23/2017 19:00,3/23/2017,3/23/2017 19:00,46.944,19
3/23/2017 20:00,3/23/2017,3/23/2017 20:00,48.889,20
3/23/2017 21:00,3/23/2017,3/23/2017 21:00,49.722,21
3/23/2017 22:00,3/23/2017,3/23/2017 22:00,38.504,22
3/23/2017 23:00,3/23/2017,3/23/2017 23:00,42.222,23
3/24/2017 0:00,3/23/2017,3/24/2017 0:00,68.611,0
3/24/2017 1:00,3/23/2017,3/24/2017 1:00,54.444,1
3/24/2017 2:00,3/23/2017,3/24/2017 2:00,57.222,2
3/24/2017 3:00,3/23/2017,3/24/2017 3:00,47.5,3
3/24/2017 4:00,3/23/2017,3/24/2017 4:00,34.349,4
3/24/2017 5:00,3/24/2017,3/24/2017 5:00,34.349,5
3/24/2017 6:00,3/24/2017,3/24/2017 6:00,37.222,6
3/24/2017 7:00,3/24/2017,3/24/2017 7:00,33.611,7
3/24/2017 8:00,3/24/2017,3/24/2017 8:00,30.556,8
3/24/2017 9:00,3/24/2017,3/24/2017 9:00,47.222,9
3/24/2017 10:00,3/24/2017,3/24/2017 10:00,58.611,10
3/24/2017 11:00,3/24/2017,3/24/2017 11:00,59.557,11
3/24/2017 12:00,3/24/2017,3/24/2017 12:00,76.944,12
3/24/2017 13:00,3/24/2017,3/24/2017 13:00,84.722,13
3/24/2017 14:00,3/24/2017,3/24/2017 14:00,61.667,14
3/24/2017 15:00,3/24/2017,3/24/2017 15:00,66.667,15
3/24/2017 16:00,3/24/2017,3/24/2017 16:00,62.778,16
3/24/2017 17:00,3/24/2017,3/24/2017 17:00,55.125,17
3/24/2017 18:00,3/24/2017,3/24/2017 18:00,51.944,18
3/24/2017 19:00,3/24/2017,3/24/2017 19:00,53.056,19
3/24/2017 20:00,3/24/2017,3/24/2017 20:00,48.333,20
3/24/2017 21:00,3/24/2017,3/24/2017 21:00,75,21
3/24/2017 22:00,3/24/2017,3/24/2017 22:00,70.278,22
3/24/2017 23:00,3/24/2017,3/24/2017 23:00,72.299,23
3/25/2017 0:00,3/24/2017,3/25/2017 0:00,86.111,0
3/25/2017 1:00,3/24/2017,3/25/2017 1:00,79.444,1
3/25/2017 2:00,3/24/2017,3/25/2017 2:00,82.778,2
3/25/2017 3:00,3/24/2017,3/25/2017 3:00,69.722,3
3/25/2017 4:00,3/24/2017,3/25/2017 4:00,59.444,4
3/25/2017 5:00,3/25/2017,3/25/2017 5:00,59.444,5
3/25/2017 6:00,3/25/2017,3/25/2017 6:00,42.382,6
3/25/2017 7:00,3/25/2017,3/25/2017 7:00,45,7
3/25/2017 8:00,3/25/2017,3/25/2017 8:00,31.111,8
3/25/2017 9:00,3/25/2017,3/25/2017 9:00,30.833,9
3/25/2017 10:00,3/25/2017,3/25/2017 10:00,28.611,10
3/25/2017 11:00,3/25/2017,3/25/2017 11:00,24.722,11
3/25/2017 12:00,3/25/2017,3/25/2017 12:00,14.404,12
3/25/2017 13:00,3/25/2017,3/25/2017 13:00,15.556,13
3/25/2017 14:00,3/25/2017,3/25/2017 14:00,21.944,14
3/25/2017 15:00,3/25/2017,3/25/2017 15:00,14.167,15
3/25/2017 16:00,3/25/2017,3/25/2017 16:00,13.611,16
3/25/2017 17:00,3/25/2017,3/25/2017 17:00,15.833,17
3/25/2017 18:00,3/25/2017,3/25/2017 18:00,18.889,18
3/25/2017 19:00,3/25/2017,3/25/2017 19:00,17.729,19
3/25/2017 20:00,3/25/2017,3/25/2017 20:00,18.889,20
3/25/2017 21:00,3/25/2017,3/25/2017 21:00,18.056,21
3/25/2017 22:00,3/25/2017,3/25/2017 22:00,17.5,22
3/25/2017 23:00,3/25/2017,3/25/2017 23:00,25.556,23
3/26/2017 0:00,3/25/2017,3/26/2017 0:00,46.111,0
3/26/2017 1:00,3/25/2017,3/26/2017 1:00,21.053,1
3/26/2017 2:00,3/25/2017,3/26/2017 2:00,16.389,2
3/26/2017 3:00,3/25/2017,3/26/2017 3:00,16.944,3
3/26/2017 4:00,3/25/2017,3/26/2017 4:00,17.5,4
3/26/2017 5:00,3/26/2017,3/26/2017 5:00,17.5,5
3/26/2017 6:00,3/26/2017,3/26/2017 6:00,26.111,6
3/26/2017 7:00,3/26/2017,3/26/2017 7:00,21.667,7
3/26/2017 8:00,3/26/2017,3/26/2017 8:00,21.053,8
3/26/2017 9:00,3/26/2017,3/26/2017 9:00,21.667,9
3/26/2017 10:00,3/26/2017,3/26/2017 10:00,21.389,10
3/26/2017 11:00,3/26/2017,3/26/2017 11:00,23.056,11
3/26/2017 12:00,3/26/2017,3/26/2017 12:00,22.778,12
3/26/2017 13:00,3/26/2017,3/26/2017 13:00,17.222,13
3/26/2017 14:00,3/26/2017,3/26/2017 14:00,24.377,14
3/26/2017 15:00,3/26/2017,3/26/2017 15:00,28.056,15
3/26/2017 16:00,3/26/2017,3/26/2017 16:00,21.667,16
3/26/2017 17:00,3/26/2017,3/26/2017 17:00,21.667,17
3/26/2017 18:00,3/26/2017,3/26/2017 18:00,23.056,18
3/26/2017 19:00,3/26/2017,3/26/2017 19:00,19.722,19
3/26/2017 20:00,3/26/2017,3/26/2017 20:00,16.898,20
3/26/2017 21:00,3/26/2017,3/26/2017 21:00,22.222,21
3/26/2017 22:00,3/26/2017,3/26/2017 22:00,18.056,22
3/26/2017 23:00,3/26/2017,3/26/2017 23:00,26.389,23
3/27/2017 0:00,3/26/2017,3/27/2017 0:00,49.167,0
3/27/2017 1:00,3/26/2017,3/27/2017 1:00,22.222,1
3/27/2017 2:00,3/26/2017,3/27/2017 2:00,20.833,2
3/27/2017 3:00,3/26/2017,3/27/2017 3:00,20.222,3
3/27/2017 4:00,3/26/2017,3/27/2017 4:00,20.556,4
3/27/2017 5:00,3/27/2017,3/27/2017 5:00,20.556,5
3/27/2017 6:00,3/27/2017,3/27/2017 6:00,23.889,6
3/27/2017 7:00,3/27/2017,3/27/2017 7:00,30.278,7
3/27/2017 8:00,3/27/2017,3/27/2017 8:00,39.444,8
3/27/2017 9:00,3/27/2017,3/27/2017 9:00,48.199,9
3/27/2017 10:00,3/27/2017,3/27/2017 10:00,58.889,10
3/27/2017 11:00,3/27/2017,3/27/2017 11:00,63.333,11
3/27/2017 12:00,3/27/2017,3/27/2017 12:00,78.333,12
3/27/2017 13:00,3/27/2017,3/27/2017 13:00,85.556,13
3/27/2017 14:00,3/27/2017,3/27/2017 14:00,62.222,14
3/27/2017 15:00,3/27/2017,3/27/2017 15:00,67.222,15
3/27/2017 16:00,3/27/2017,3/27/2017 16:00,64.82,16
3/27/2017 17:00,3/27/2017,3/27/2017 17:00,54.167,17
3/27/2017 18:00,3/27/2017,3/27/2017 18:00,47.778,18
3/27/2017 19:00,3/27/2017,3/27/2017 19:00,42.5,19
3/27/2017 20:00,3/27/2017,3/27/2017 20:00,38.889,20
3/27/2017 21:00,3/27/2017,3/27/2017 21:00,51.389,21
3/27/2017 22:00,3/27/2017,3/27/2017 22:00,41.551,22
3/27/2017 23:00,3/27/2017,3/27/2017 23:00,44.444,23
3/28/2017 0:00,3/27/2017,3/28/2017 0:00,70.278,0
3/28/2017 1:00,3/27/2017,3/28/2017 1:00,56.944,1
3/28/2017 2:00,3/27/2017,3/28/2017 2:00,60.556,2
3/28/2017 3:00,3/27/2017,3/28/2017 3:00,56.944,3
3/28/2017 4:00,3/27/2017,3/28/2017 4:00,39.335,4
3/28/2017 5:00,3/28/2017,3/28/2017 5:00,39.335,5
3/28/2017 6:00,3/28/2017,3/28/2017 6:00,19.722,6
3/28/2017 7:00,3/28/2017,3/28/2017 7:00,30.278,7
3/28/2017 8:00,3/28/2017,3/28/2017 8:00,33.889,8
3/28/2017 9:00,3/28/2017,3/28/2017 9:00,46.389,9
3/28/2017 10:00,3/28/2017,3/28/2017 10:00,61.667,10
3/28/2017 11:00,3/28/2017,3/28/2017 11:00,63.435,11
3/28/2017 12:00,3/28/2017,3/28/2017 12:00,75.556,12
3/28/2017 13:00,3/28/2017,3/28/2017 13:00,85,13
3/28/2017 14:00,3/28/2017,3/28/2017 14:00,63.333,14
3/28/2017 15:00,3/28/2017,3/28/2017 15:00,67.5,15
3/28/2017 16:00,3/28/2017,3/28/2017 16:00,64.444,16
3/28/2017 17:00,3/28/2017,3/28/2017 17:00,56.233,17
3/28/2017 18:00,3/28/2017,3/28/2017 18:00,48.611,18
3/28/2017 19:00,3/28/2017,3/28/2017 19:00,44.444,19
3/28/2017 20:00,3/28/2017,3/28/2017 20:00,38.889,20
3/28/2017 21:00,3/28/2017,3/28/2017 21:00,50,21
3/28/2017 22:00,3/28/2017,3/28/2017 22:00,38.889,22
3/28/2017 23:00,3/28/2017,3/28/2017 23:00,40.833,23
3/29/2017 0:00,3/28/2017,3/29/2017 0:00,66.482,0
3/29/2017 1:00,3/28/2017,3/29/2017 1:00,56.111,1
3/29/2017 2:00,3/28/2017,3/29/2017 2:00,64.444,2
3/29/2017 3:00,3/28/2017,3/29/2017 3:00,48.611,3
3/29/2017 4:00,3/28/2017,3/29/2017 4:00,35.833,4
3/29/2017 5:00,3/29/2017,3/29/2017 5:00,35.833,5
3/29/2017 6:00,3/29/2017,3/29/2017 6:00,35.18,6
3/29/2017 7:00,3/29/2017,3/29/2017 7:00,28.056,7
3/29/2017 8:00,3/29/2017,3/29/2017 8:00,35.833,8
3/29/2017 9:00,3/29/2017,3/29/2017 9:00,50.833,9
3/29/2017 10:00,3/29/2017,3/29/2017 10:00,58.333,10
3/29/2017 11:00,3/29/2017,3/29/2017 11:00,62.778,11
3/29/2017 12:00,3/29/2017,3/29/2017 12:00,75.623,12
3/29/2017 13:00,3/29/2017,3/29/2017 13:00,84.167,13
3/29/2017 14:00,3/29/2017,3/29/2017 14:00,60.833,14
3/29/2017 15:00,3/29/2017,3/29/2017 15:00,68.056,15
3/29/2017 16:00,3/29/2017,3/29/2017 16:00,67.222,16
3/29/2017 17:00,3/29/2017,3/29/2017 17:00,58.611,17
3/29/2017 18:00,3/29/2017,3/29/2017 18:00,49.722,18
3/29/2017 19:00,3/29/2017,3/29/2017 19:00,44.875,19
3/29/2017 20:00,3/29/2017,3/29/2017 20:00,40.556,20
3/29/2017 21:00,3/29/2017,3/29/2017 21:00,52.222,21
3/29/2017 22:00,3/29/2017,3/29/2017 22:00,40,22
3/29/2017 23:00,3/29/2017,3/29/2017 23:00,40.833,23
3/30/2017 0:00,3/29/2017,3/30/2017 0:00,70.556,0
3/30/2017 1:00,3/29/2017,3/30/2017 1:00,59.834,1
3/30/2017 2:00,3/29/2017,3/30/2017 2:00,63.056,2
3/30/2017 3:00,3/29/2017,3/30/2017 3:00,53.056,3
3/30/2017 4:00,3/29/2017,3/30/2017 4:00,34.167,4
3/30/2017 5:00,3/30/2017,3/30/2017 5:00,34.167,5
3/30/2017 6:00,3/30/2017,3/30/2017 6:00,30.278,6
3/30/2017 7:00,3/30/2017,3/30/2017 7:00,25.556,7
3/30/2017 8:00,3/30/2017,3/30/2017 8:00,37.396,8
3/30/2017 9:00,3/30/2017,3/30/2017 9:00,47.5,9
3/30/2017 10:00,3/30/2017,3/30/2017 10:00,55.833,10
3/30/2017 11:00,3/30/2017,3/30/2017 11:00,60.833,11
3/30/2017 12:00,3/30/2017,3/30/2017 12:00,74.444,12
3/30/2017 13:00,3/30/2017,3/30/2017 13:00,84.167,13
3/30/2017 14:00,3/30/2017,3/30/2017 14:00,64.82,14
3/30/2017 15:00,3/30/2017,3/30/2017 15:00,67.5,15
3/30/2017 16:00,3/30/2017,3/30/2017 16:00,67.778,16
3/30/2017 17:00,3/30/2017,3/30/2017 17:00,55.556,17
3/30/2017 18:00,3/30/2017,3/30/2017 18:00,47.778,18
3/30/2017 19:00,3/30/2017,3/30/2017 19:00,44.444,19
3/30/2017 20:00,3/30/2017,3/30/2017 20:00,43.056,20
3/30/2017 21:00,3/30/2017,3/30/2017 21:00,50.139,21
3/30/2017 22:00,3/30/2017,3/30/2017 22:00,37.222,22
3/30/2017 23:00,3/30/2017,3/30/2017 23:00,38.889,23
3/31/2017 0:00,3/30/2017,3/31/2017 0:00,66.667,0
3/31/2017 1:00,3/30/2017,3/31/2017 1:00,57.5,1
3/31/2017 2:00,3/30/2017,3/31/2017 2:00,61.944,2
3/31/2017 3:00,3/30/2017,3/31/2017 3:00,51.247,3
3/31/2017 4:00,3/30/2017,3/31/2017 4:00,33.333,4
3/31/2017 5:00,3/31/2017,3/31/2017 5:00,33.333,5
3/31/2017 6:00,3/31/2017,3/31/2017 6:00,29.722,6
3/31/2017 7:00,3/31/2017,3/31/2017 7:00,26.389,7
3/31/2017 8:00,3/31/2017,3/31/2017 8:00,32.222,8
3/31/2017 9:00,3/31/2017,3/31/2017 9:00,48.199,9
3/31/2017 10:00,3/31/2017,3/31/2017 10:00,56.944,10
3/31/2017 11:00,3/31/2017,3/31/2017 11:00,61.667,11
3/31/2017 12:00,3/31/2017,3/31/2017 12:00,74.722,12
3/31/2017 13:00,3/31/2017,3/31/2017 13:00,84.444,13
3/31/2017 14:00,3/31/2017,3/31/2017 14:00,62.222,14
3/31/2017 15:00,3/31/2017,3/31/2017 15:00,68.056,15
3/31/2017 16:00,3/31/2017,3/31/2017 16:00,66.205,16
3/31/2017 17:00,3/31/2017,3/31/2017 17:00,54.167,17
3/31/2017 18:00,3/31/2017,3/31/2017 18:00,46.667,18
3/31/2017 19:00,3/31/2017,3/31/2017 19:00,45.556,19
3/31/2017 20:00,3/31/2017,3/31/2017 20:00,38.333,20
3/31/2017 21:00,3/31/2017,3/31/2017 21:00,75.833,21
3/31/2017 22:00,3/31/2017,3/31/2017 22:00,69.806,22
3/31/2017 23:00,3/31/2017,3/31/2017 23:00,71.389,23
4/1/2017 0:00,3/31/2017,4/1/2017 0:00,83.056,0
4/1/2017 1:00,3/31/2017,4/1/2017 1:00,80,1
4/1/2017 2:00,3/31/2017,4/1/2017 2:00,76.667,2
4/1/2017 3:00,3/31/2017,4/1/2017 3:00,68.056,3
4/1/2017 4:00,3/31/2017,4/1/2017 4:00,60,4
4/1/2017 5:00,4/1/2017,4/1/2017 5:00,60,5
4/1/2017 6:00,4/1/2017,4/1/2017 6:00,46.111,6
4/1/2017 7:00,4/1/2017,4/1/2017 7:00,46.111,7
4/1/2017 8:00,4/1/2017,4/1/2017 8:00,29.722,8
4/1/2017 9:00,4/1/2017,4/1/2017 9:00,26.944,9
4/1/2017 10:00,4/1/2017,4/1/2017 10:00,28.611,10
4/1/2017 11:00,4/1/2017,4/1/2017 11:00,21.33,11
4/1/2017 12:00,4/1/2017,4/1/2017 12:00,14.167,12
4/1/2017 13:00,4/1/2017,4/1/2017 13:00,16.667,13
4/1/2017 14:00,4/1/2017,4/1/2017 14:00,15.833,14
4/1/2017 15:00,4/1/2017,4/1/2017 15:00,14.444,15
4/1/2017 16:00,4/1/2017,4/1/2017 16:00,13.611,16
4/1/2017 17:00,4/1/2017,4/1/2017 17:00,14.167,17
4/1/2017 18:00,4/1/2017,4/1/2017 18:00,15.235,18
4/1/2017 19:00,4/1/2017,4/1/2017 19:00,15.278,19
4/1/2017 20:00,4/1/2017,4/1/2017 20:00,15.278,20
4/1/2017 21:00,4/1/2017,4/1/2017 21:00,16.389,21
4/1/2017 22:00,4/1/2017,4/1/2017 22:00,16.111,22
4/1/2017 23:00,4/1/2017,4/1/2017 23:00,25.278,23
4/2/2017 0:00,4/1/2017,4/2/2017 0:00,46.26,0
4/2/2017 1:00,4/1/2017,4/2/2017 1:00,18.889,1
4/2/2017 2:00,4/1/2017,4/2/2017 2:00,16.389,2
4/2/2017 3:00,4/1/2017,4/2/2017 3:00,16.667,3
4/2/2017 4:00,4/1/2017,4/2/2017 4:00,16.667,4
4/2/2017 5:00,4/2/2017,4/2/2017 5:00,16.667,5
4/2/2017 6:00,4/2/2017,4/2/2017 6:00,26.111,6
4/2/2017 7:00,4/2/2017,4/2/2017 7:00,20.776,7
4/2/2017 8:00,4/2/2017,4/2/2017 8:00,21.111,8
4/2/2017 9:00,4/2/2017,4/2/2017 9:00,20,9
4/2/2017 10:00,4/2/2017,4/2/2017 10:00,20,10
4/2/2017 11:00,4/2/2017,4/2/2017 11:00,20.833,11
4/2/2017 12:00,4/2/2017,4/2/2017 12:00,20.278,12
4/2/2017 13:00,4/2/2017,4/2/2017 13:00,21.607,13
4/2/2017 14:00,4/2/2017,4/2/2017 14:00,21.667,14
4/2/2017 15:00,4/2/2017,4/2/2017 15:00,26.667,15
4/2/2017 16:00,4/2/2017,4/2/2017 16:00,35,16
4/2/2017 17:00,4/2/2017,4/2/2017 17:00,29.167,17
4/2/2017 18:00,4/2/2017,4/2/2017 18:00,25.556,18
4/2/2017 19:00,4/2/2017,4/2/2017 19:00,25.278,19
4/2/2017 20:00,4/2/2017,4/2/2017 20:00,21.884,20
4/2/2017 21:00,4/2/2017,4/2/2017 21:00,21.944,21
4/2/2017 22:00,4/2/2017,4/2/2017 22:00,18.611,22
4/2/2017 23:00,4/2/2017,4/2/2017 23:00,29.722,23
4/3/2017 0:00,4/2/2017,4/3/2017 0:00,54.444,0
4/3/2017 1:00,4/2/2017,4/3/2017 1:00,24.167,1
4/3/2017 2:00,4/2/2017,4/3/2017 2:00,19.668,2
4/3/2017 3:00,4/2/2017,4/3/2017 3:00,17.778,3
4/3/2017 4:00,4/2/2017,4/3/2017 4:00,20.278,4
